Method,accuracy,precision,recall,f1,macro_f1,mcc,auroc,average_precision,balanced_accuracy,ece,brier_score,n_samples
structured_single,0.8378378378378378,0.911504424778761,0.8803418803418803,0.8956521739130435,0.7660079051383399,0.5341323242090288,0.8167907361455748,0.9186560073781831,0.7788806175902949,0.08466216216216237,0.12864797297297298,148.0
